full_name,surname,name,ug_degree,ug_institution,ug_grad_year,ug_subjects,m_degree,m_institution,m_grad_year,d_degree,d_institution,d_grad_year,d_subjects,current_position,dataTXT,us_state,country,coordinate location,latitude,longitude,pos_year,science,science1,science_icon,science2,science3,science4,science5,major_career
"Levinson, Dora Clara",Levinson,Dora Clara,AB,Bryn Mawr College,1915,Chemistry and Biology Teacher of Science in the South Philadelphia High School for Girls 1916-17,NA,NA,NA,NA,NA,NA,NA,Teacher of Science in the South Philadelphia High School for Girls,Philadelphia High School for Girls,Pennsylvania,United States of America,"40.038342,-75.146066",40.038342,-75.146066,1917,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,major
"Levy, Ruth Juliette",Levy,Ruth Juliette,AB,Bryn Mawr College,1917,Psychology and Biology,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.909315, -75.166212",39.909315,-75.166212,1917,biology,biology,biology,NA,NA,NA,NA,major
"Lewis, Florence Parthenia",Lewis,Florence Parthenia,AB,University of Texas,1897,NA,AM,University of Texas,1898,PhD,Johns Hopkins University,1913,NA,Instructor in Mathematics Goucher College  Assistant Professor  and Associate Professor   Associate Professor of Mathematics Wellesley College,Wellesley College,NA,United States of America,"42.29528,-71.30667",42.29528,-71.30667,1918,mathematics,mathematics,mathematics,NA,NA,NA,NA,career
"Llewellyn, Gertrude",Llewellyn,Gertrude,AB,Bryn Mawr College,1912,History and Economics and Politics Assistant in Pathological Laboratory in the Evanston Hospital 1916-18,NA,NA,NA,NA,NA,NA,NA,Assistant in Pathological Laboratory in the Evanston Hospital,Evanston Hospital,Illinois,United States of America,"42.065558,-87.684345",42.065558,-87.684345,1918,pathology,pathology,pathology,NA,NA,NA,NA,both
"Louderback, Jessie Livingston",Louderback,Jessie Livingston,AB,Bryn Mawr College,1895,History and Political Science Teacher of Mathematics and Science in the University School Uniontown Pa 1895-97; Graduate Student New York University 1897-99 1913 1916-17; Principal of the High School in the Barnard School for Girls New York City 1897-1911; Graduate Student Columbia University 1900-01; Field Worker for Public Education Association New York City 1912-14; Visiting Teacher Board of Education New York City 1914,NA,NA,NA,NA,NA,NA,NA,Student College of City of New York,New York City,New York,United States of America,"40.67,-73.94",40.67,-73.94,1917,mathematics,mathematics,mathematics,NA,NA,NA,NA,major
"Lounsbery, Grace Constant",Lounsbery,Grace Constant,AB,Bryn Mawr College,1898,Chemistry and Biology Play writer 1906-13,NA,NA,NA,NA,NA,NA,NA,Play writer,NA,NA,NA,NA,NA,NA,1913,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,major
"Lundie, Elizabeth Helen",Lundie,Elizabeth Helen,AB,McGill University,1903,NA,NA,NA,NA,NA,NA,NA,NA,Assistant in Chemistry in the High School Montreal,Montreal,NA,Canada,"45.508056,-73.555",45.508056,-73.555,1914,"chemistry, physics",chemistry,interdisciplinary,physics,NA,NA,NA,career
"Lynch, Eugenie Margaret",Lynch,Eugenie Margaret,AB,Bryn Mawr College,1918,Latin and Mathematics Clerk Penn Mutual Life Insurance Co 1918- 19; Teacher of Science Springside School 1919,NA,NA,NA,NA,NA,NA,NA,Teacher of Science Springside School,Springside School,Pennsylvania,United States of America,"40.0606,-75.2129",40.0606,-75.2129,1919,mathematics,mathematics,mathematics,NA,NA,NA,NA,major
"Macdonald, Dorothy",Macdonald,Dorothy,AB,Bryn Mawr College,1917,Mathematics and Physics Teacher of Mathematics Stevens School Germantown 1917-18; Assistant in Ballistic Dept Hercules Powder Co 1918-19; Secretary to the President Bryn Mawr College 1919,NA,NA,NA,NA,NA,NA,NA,Secretary to the President Bryn Mawr College,Bryn Mawr College,Pennsylvania,United States of America,"40.02639,-75.31361",40.02639,-75.31361,1919,"physics, mathematics",physics,interdisciplinary,mathematics,NA,NA,NA,major
"Macdonald, Margaret Baxter",Macdonald,Margaret Baxter,SB,Mount Holyoke College,1898,NA,NA,NA,NA,PhD,Bryn Mawr College,1902,Chemistry and Physiology Student Assistant in Chemical Laboratory Mt Holyoke,Instructor in Chemistry Pennsylvania State  Assistant Professor of Agricultural Chemistry  Associate Professor  and Professor,Pennsylvania State University,Pennsylvania,United States of America,"40.796111111111,-77.862777777778",40.79611111,-77.86277778,1919,"chemistry, physiology",chemistry,interdisciplinary,physiology,NA,NA,NA,both
"Macelree, Margaret",Macelree,Margaret,AB,Bryn Mawr College,1914,Latin and Mathematics Teacher in the High School Montrose Pa 1914- 15 and in the High School West Chester 1915,NA,NA,NA,NA,NA,NA,NA,Teacher in the High School Montrose Pennsylvania    and in the High School West Chester,West Chester,Pennsylvania,United States of America,"41.338611111111,-91.816666666667",41.33861111,-91.81666667,1915,mathematics,mathematics,mathematics,NA,NA,NA,NA,major
"Macleod, Annie Louise",Macleod,Annie Louise,AB,McGill University,1904,NA,NA,NA,NA,PhD,Bryn Mawr College,1910,NA,Instructor in Chemistry Vassar College  and Assistant Professor,Vassar College,New York,United States of America,"41.686866666667,-73.895188888889",41.68686667,-73.89518889,1916,chemistry,chemistry,chemistry,NA,NA,NA,NA,career
"Maddison, Isabel",Maddison,Isabel,AB,Barnard College,1917,NA,AM,Columbia University,1917,PhD,Bryn Mawr College,1916,NA,Fellow in Mathematics,Vassar College,New York,United States of America,"41.686866666667,-73.895188888889",41.68686667,-73.89518889,1894,"chemistry, physics, mathematics",chemistry,interdisciplinary,physics,mathematics,NA,NA,career
"Magruder, Rosalie Stuart",Magruder,Rosalie Stuart,AB,Bryn Mawr College,1904,Latin and French Teacher in All SaintsÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â² School Germantown Philadelphia 1904-07; Student Cornell University summer 1905; Teacher of German Mathematics and Physics in the High School Annapolis Md 1907-10; Clerk in Agricultiiral Division of the Bureau of the Ceusus 1910-12; Private Tutor 1912-13; Teacher in the HoJladay School Annapolis 1913-15; Associate Principal and Teacher of Latin and Mathematics in Miss Chamberlayne's School Boston Mass 1915-19 and Acting Principal 1919ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â·,NA,NA,NA,NA,NA,NA,NA,Associate Principal and Teacher of Latin and Mathematics in Miss Chamberlayne's School Boston Mass  and Acting Principal,Boston,Massachusetts,United States of America,"42.357777777778,-71.061666666667",42.35777778,-71.06166667,1919,"physics, mathematics",physics,interdisciplinary,mathematics,NA,NA,NA,both
"Mann, Carrie Alice",Mann,Carrie Alice,AB,Wellesley College,1893,NA,NA,NA,NA,NA,NA,NA,NA,Teacher of Mathematics in Mrs Chapman and Miss Jones's School Chestnut Hill Philadelphia,Chestnut Hill,Pennsylvania,United States of America,"40.07045,-75.20656",40.07045,-75.20656,1905,mathematics,mathematics,mathematics,NA,NA,NA,NA,career
"Martin, Emilie Norton",Martin,Emilie Norton,AB,Bryn Mawr College,1894,Latin and Mathematics and,NA,NA,NA,PhD,Bryn Mawr College,1901,Mathematics and Physics Graduate Student Bryn Mawr First Semester,Instructor in Mathematics Mount Holyoke  First Semester   and Associate Professor of Mathematics,Mount Holyoke College,Massachusetts,United States of America,"42.255586,-72.574503",42.255586,-72.574503,1911,"physics, mathematics",physics,interdisciplinary,mathematics,NA,NA,NA,both
"Mathews, Irene Maud",Mathews,Irene Maud,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Assistant in Physics Research Laboratory Optical Glass Department Messrs Chance Bros Birmingham,Birmingham,NA,United Kingdom,"52.483333333333,-1.9",52.48333333,-1.9,1919,physics,physics,physics,NA,NA,NA,NA,career
"Mattson, Ethel",Mattson,Ethel,AB,Bryn Mawr College,1909,Chemistry and Biology Married 1911 Mr Prescott Heald Two sons one daughter,NA,NA,NA,NA,NA,NA,NA,NA,"Omaha, NE",Nebraska,United States of America,"41.256537, -95.934503",41.256537,-95.934503,1909,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,both
"Mccain, Gertrude Iona",Mccain,Gertrude Iona,AB,Indiana State University,1908,NA,AM,Indiana State University,1911,PhD,Bryn Mawr College,1918,NA,Professor of Mathematics Oxford College for Women,Oxford Female Institute,Ohio,United States of America,"39.51,-84.746111",39.51,-84.746111,1915,mathematics,mathematics,mathematics,NA,NA,NA,NA,career
"Mcfarland, Helen Josephine",Mcfarland,Helen Josephine,AB,Bryn Mawr College,1915,Chemistry and Biology Student WomanÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s Medical College of Pennsylvania 1915-17 and Demonstrator of Histology and Embryology 1916-17; Private Assistant to Professor of Zoology Columbia University 1918-19 Married 1917 Mr Donald Eliot Woodbridge,NA,NA,NA,NA,NA,NA,NA,Private Assistant to Professor of Zoology Columbia University,Columbia University,New York,United States of America,"40.8075,-73.961944444444",40.8075,-73.96194444,1919,"biology, chemistry, zoology",biology,interdisciplinary,chemistry,zoology,NA,NA,both
"Mcmillan, Gladys",Mcmillan,Gladys,AB,Bryn Mawr College,1917,Mathematics and Physics Teacher of English or Mathematics in the High School Pensacola 1917-19,NA,NA,NA,NA,NA,NA,NA,Teacher of English or Mathematics in the High School Pensacola,Pensacola,Florida,United States of America,"30.433333333333,-87.2",30.43333333,-87.2,1919,"physics, mathematics",physics,interdisciplinary,mathematics,NA,NA,NA,both
"Mcmullin, Mary Belle",Mcmullin,Mary Belle,AB,Bryn Mawr College,1893,Greek and Latin Graduate Student University of Pennsylvania 1895-96 1910-12; Teacher of Mathematics in Miss HillsÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s School Philadelphia 1898-1902 and of Mathematics and Latin 1903-09; Private Tutor 1910-11; Teacher of Mathematics in the Irwin School Philadelphia 1911-15; Graduate Student University of Pennsylvania 1911-13 and,NA,NA,NA,NA,NA,NA,NA,Teacher of Mathematics in the Irwin School Philadelphia,Philadelphia,Pennsylvania,United States of America,"39.953055555556,-75.163333333333",39.95305556,-75.16333333,1913,mathematics,mathematics,mathematics,NA,NA,NA,NA,both
"Mcwilliams, Ida Catharine",Mcwilliams,Ida Catharine,AB,Bryn Mawr College,1907,Mathematics and Chemistry,NA,NA,NA,NA,NA,NA,NA,NA,"Shamokin, PA",Pennsylvania,United States of America,"40.788975, -76.558847",40.788975,-76.558847,1907,"chemistry, mathematics",chemistry,interdisciplinary,mathematics,NA,NA,NA,both
"Meade, Addis Manson",Meade,Addis Manson,AB,Bryn Mawr College,1899,Chemistry and Biology Teacher of English in the Randolph-Harrison School Baltimore Md 1899-1900; Teacher of English and Science St MaryÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s School Raleigh N C 1901-03; Teacher of English in the National Cathedral School Washington D C 1903-05; Private Tutor 1916,NA,NA,NA,NA,NA,NA,NA,Private Tutor,"Boyce, VA",Virginia,United States of America,"39.093162, -78.059443",39.093162,-78.059443,1916,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,major
"Medes, Grace",Medes,Grace,AB,Kansas State University,1904,NA,AM,Kansas State University,1913,PhD,Bryn Mawr College,1916,Morphology Physiology and Chemistry; Fellow in Biology,Instructor in Zoology Vassar   and Assistant Professor of Physiology,Vassar College,New York,United States of America,"41.686866666667,-73.895188888889",41.68686667,-73.89518889,1919,"biology, chemistry, physiology, zoology, morphology",biology,interdisciplinary,chemistry,physiology,zoology,morphology,both
"Merrill, Louise Edgerton",Merrill,Louise Edgerton,AB,Bryn Mawr College,1910,Latin and Mathematics Teacher of Mathematics and Science in Mulholland School San Antonio Tex 1910-11; Business Manager Merrill School Oaksmere 1911,NA,NA,NA,NA,NA,NA,NA,Business Manager Merrill School Oaksmere,Rochelle,New York,United States of America,"31.9489,-83.4539",31.9489,-83.4539,1911,mathematics,mathematics,mathematics,NA,NA,NA,NA,major
"Merriman, Lucile",Merriman,Lucile,AB,Bryn Mawr College,1899,Chemistry and Biology Graduate Student Bryn Mawr College 1899; Graduate Student Columbia Upiversity 1905-06 Married 1906 Mr Malcolm Farmer One daughter,NA,NA,NA,NA,NA,NA,NA,Graduate Student Columbia University,Columbia University,New York,United States of America,"40.8075,-73.961944444444",40.8075,-73.96194444,1906,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,major
"Miller, Emma Louisa",Miller,Emma Louisa,AB,Bryn Mawr College,1901,Chemistry and Biology Teacher in Miss Wells's School Germantown Philadelphia 1901-02; Assistant in Primary Department Germantown Academy 1902-04; Vice Principal of Belmar Public School and Teacher of Latin and German in the High School Belmar 1904-05 Married 1905 Mr Paul Clifford Taylor Three sons (one t 1907) one daughter,NA,NA,NA,NA,NA,NA,NA,Vice Principal of Belmar Public School and Teacher of Latin and German in the High School Belmar,Belmar,New Jersey,United States of America,"40.1803,-74.0275",40.1803,-74.0275,1905,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,major
"Miller, Ramona Beatrice",Miller,Ramona Beatrice,AB,Bryn Mawr College,1913,Mathematics and Physics Teacher of Science in the West Philadelphia High School for Girls 1913,NA,NA,NA,NA,NA,NA,NA,Graduate Student University of Pennsylvania,University of Pennsylvania,Pennsylvania,United States of America,"39.953885,-75.193048",39.953885,-75.193048,1915,"physics, mathematics",physics,interdisciplinary,mathematics,NA,NA,NA,major
"Minor, Jessie Elizabeth",Minor,Jessie Elizabeth,NA,NA,NA,NA,NA,NA,NA,PhD,Bryn Mawr College,1917,Organic Chemistry Inorganic Chemistry and Physiology Graduate Student University of Chicago Summer,Chief Chemist Hammersley Manufacturing Co,"Garfield, N. J.",New Jersey,United States of America,"40.881488, -74.113198",40.881488,-74.113198,1918,"chemistry, physiology",chemistry,interdisciplinary,physiology,NA,NA,NA,both
"Minor, Marie Louise",Minor,Marie Louise,AB,Bryn Mawr College,1894,Chemistry and Biology Assistant in the Biological Laboratory Bryn Mawr College 1894-95; Teacher of Chemistry and Biology in the Packer Collegiate Institute 1895-97; Teacher of Biology in the Wadleigh High School New York City 1897,NA,NA,NA,NA,NA,NA,NA,Graduate Student Columbia University  A R C Worker,Columbia University,New York,United States of America,"40.8075,-73.961944444444",40.8075,-73.96194444,1919,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,major
"Mitchell, Charlotte Barnard",Mitchell,Charlotte Barnard,AB,Bryn Mawr College,1899,Chemistry and Biology; MD WomanÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s Medical College of Pennsylvania 1904 Student of Physiology in Professor RichetÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s Laboratory Paris 1899-1900; Student WomanÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s Medical College of Pennsylvania 1900-04; Assistant in the Chemical Laboratory WomanÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s Medical College 1903-04; Resident Physician WomanÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s Hospital of Philadelphia 1904-07; Physician Demonstrator in Pathology and Instructor in Clinical Gynaecology and Clinician to the Hospital in the WomanÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s Medical College 1906-08,NA,NA,NA,NA,NA,NA,NA,Physician Demonstrator in Pathology and Instructor in Clinical Gynaecology and Clinician to the Hospital in the Woman's Medical College,Woman's Medical College of Pennsylvania,Pennsylvania,United States of America,"40.0119,-75.1842",40.0119,-75.1842,1908,"biology, chemistry, pathology, physiology",biology,interdisciplinary,chemistry,pathology,physiology,NA,major
"Mitchell, Grace Downing",Mitchell,Grace Downing,AB,Bryn Mawr College,1901,Mathematics and Physics Tutor in Mathematics and Latin 190103; Teacher in the Misses KirkÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s School Rosemont Pa 1902-03; Head of Private School Bellefonte 1903-06; Teacher of Mathematics and Latin in Mrs Robins's School St DavidÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s Pa 1906-12; Student Peirce School Philadelphia 1918-19; Teacher of Mathematics in Westover School Middlebury Conn 1912,NA,NA,NA,NA,NA,NA,NA,Teacher of Mathematics in Westover School Middlebury Connecticut,Middlebury,Connecticut,United States of America,"41.5275,-73.123333333333",41.5275,-73.12333333,1912,"physics, mathematics",physics,interdisciplinary,mathematics,NA,NA,NA,both
"Moore, Elsie",Moore,Elsie,AB,Bryn Mawr College,1911,Mathematics and Geology,NA,NA,NA,NA,NA,NA,NA,NA,"Danville, PA",Pennsylvania,United States of America,"40.963420, -76.612733",40.96342,-76.612733,1911,"geology, mathematics",geology,interdisciplinary,mathematics,NA,NA,NA,both
"Moore, Ltoia",Moore,Ltoia,AB,Bryn Mawr College,1905,Mathematics and Physics Married 1906 Mr Henry Tatnall Rws One son,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1905,"physics, mathematics",physics,interdisciplinary,mathematics,NA,NA,NA,both
"Morningstar, Helen",Morningstar,Helen,AB,Ohio State University,1913,NA,AM,Ohio State University,1915,NA,NA,NA,NA,Instructor in Geology Ohio State University,Ohio State University,Ohio,United States of America,"40,-83.0145",40,-83.0145,1917,geology,geology,geology,NA,NA,NA,NA,career
"Morris, Margaret",Morris,Margaret,AB,Bryn Mawr College,1908,Chemistry and Biology;,NA,NA,NA,PhD,Yale University,1916,NA,Instructor in Anatomy New York University and Bellevue Hospital Medical College,New York University,New York,United States of America,"40.73,-73.995",40.73,-73.995,1918,"biology, chemistry, anatomy",biology,interdisciplinary,chemistry,anatomy,NA,NA,both
"Murray, Agnes Laurence",Murray,Agnes Laurence,AB,Bryn Mawr College,1911,French and Spanish Laboratory Worker Department of Neuropathology Harvard Medical School 1911-12; Executive Secretary Psychopathic Hospital Boston 1912-13; Social Service Department Boston Dispensary 1913-16; Volunteer Resident Denison House 1913-16; Director of Social Service Marquette University School of Medicine Milwaukee Wis 1916-18; Director of Health and After Care of Disabled Soldiers Mountain Division A R C Denver Colo 1918-19; Associate Director Bureau of Field Service A R C Washington 1919,NA,NA,NA,NA,NA,NA,NA,Associate Director Bureau of Field Service A R C Washington,"Washington, D.C.",Washington,United States of America,"38.895,-77.036666666667",38.895,-77.03666667,1919,pathology,pathology,pathology,NA,NA,NA,NA,major
"Murray, Marjorie Frances",Murray,Marjorie Frances,AB,Bryn Mawr College,1913,Physics and Biology Teacher of Science and Mathematics in the Mendon School for Girls Mendon Mass 1913-16; Assistant in the Science Department Brearley School New York City 1916-17; Assistant in the Pathological Laboratory Binghamton State Hospital 1918 and 1919; Student College of Physicians and Surgeons,NA,NA,NA,NA,NA,NA,NA,Student College of Physicians and Surgeons,Columbia University College of Physicians and Surgeons,New York,United States of America,"40.807536, -73.962573",40.807536,-73.962573,NA,"biology, pathology, physics, mathematics",biology,interdisciplinary,pathology,physics,mathematics,NA,major
